Text,Label,CaseFold,RegRemoval,SymbolsRemoval
Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2022 tentang Cipta Kerja atau Perpu Cipta Kerja oleh Presiden Joko Widodo pada tanggal 30 Desember 2022 lalu merupakan pelaksanaan dari Putusan Mahkamah Konstitusi (MK) Nomor 91/PUU-XVIII/2020 atas pengujian formil Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja (UU Cipta Kerja) Amar putusan MK tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan UU Cipta Kerja dalam jangka waktu paling lama 2 tahun sejak putusan MK diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka UU Cipta Kerja menjadi inkonstitusional secara permanen Dalam rangka pelaksanaan putusan MK tersebut  telah dilakukan: a. Penetapan UU Nomor 13 Tahun 2022 tentang Perubahan Kedua Atas UU Nomor 12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- Tag siapapun yang harus melihat post ini --,0,penetapan peraturan pemerintah pengganti undang-undang nomor 2 tahun 2022 tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal 30 desember 2022 lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor 91/puu-xviii/2020 atas pengujian formil undang-undang nomor 11 tahun 2020 tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama 2 tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor 13 tahun 2022 tentang perubahan kedua atas uu nomor 12 tahun 2011 tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --
NGERI CUMAN BEM UI YANG BERANI  BACKINGANNYA LANGSUNG TUHAN  .,1,ngeri cuman bem ui yang berani  backingannya langsung tuhan  .,ngeri cuman bem ui yang berani  backingannya langsung tuhan  .,ngeri cuman bem ui yang berani  backingannya langsung tuhan  .
[SIKAP PARTAI]  Perppu Cipta Kerja permudah PHK  pasangan kepada buruh menjadi tidak wajib!,0,[sikap partai]  perppu cipta kerja permudah phk  pasangan kepada buruh menjadi tidak wajib!,[sikap partai]  perppu cipta kerja permudah phk  pasangan kepada buruh menjadi tidak wajib!,[sikap partai]  perppu cipta kerja permudah phk  pasangan kepada buruh menjadi tidak wajib!
Dukung PERPPU Cipta Kerja,0,dukung perppu cipta kerja,dukung perppu cipta kerja,dukung perppu cipta kerja
Dukung PERPPU Cipta Kerja,0,dukung perppu cipta kerja,dukung perppu cipta kerja,dukung perppu cipta kerja
Dukung PERPPU Cipta Kerja,0,dukung perppu cipta kerja,dukung perppu cipta kerja,dukung perppu cipta kerja
Dukung PERPPU Cipta Kerja,0,dukung perppu cipta kerja,dukung perppu cipta kerja,dukung perppu cipta kerja
Dukung PERPPU Cipta Kerja,0,dukung perppu cipta kerja,dukung perppu cipta kerja,dukung perppu cipta kerja
Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2022 tentang Cipta Kerja atau Perpu Cipta Kerja oleh Presiden Joko Widodo pada tanggal 30 Desember 2022 lalu merupakan pelaksanaan dari Putusan Mahkamah Konstitusi (MK) Nomor 91/PUU-XVIII/2020 atas pengujian formil Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja (UU Cipta Kerja) Amar putusan MK tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan UU Cipta Kerja dalam jangka waktu paling lama 2 tahun sejak putusan MK diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka UU Cipta Kerja menjadi inkonstitusional secara permanen Dalam rangka pelaksanaan putusan MK tersebut  telah dilakukan: a. Penetapan UU Nomor 13 Tahun 2022 tentang Perubahan Kedua Atas UU Nomor 12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- Tag siapapun yang harus melihat post ini --,0,penetapan peraturan pemerintah pengganti undang-undang nomor 2 tahun 2022 tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal 30 desember 2022 lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor 91/puu-xviii/2020 atas pengujian formil undang-undang nomor 11 tahun 2020 tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama 2 tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor 13 tahun 2022 tentang perubahan kedua atas uu nomor 12 tahun 2011 tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --
DPR secara resmi menyetujui Peraturan Pemerintah Pengganti Undang-Undang (Perppu) Nomor 2 Tahun 2022 tentang Cipta Kerja menjadi undang-undang Apakah ini kabar baik bagi rakyat? Apakah UU Cipta Kerja akan memajukan ekonomi dan dunia ketenagakerjaan? Apakah akan UU Cipta Kerja untuk mensejahterakan rakyat?  ðŸŸ¥ *Saksikan Kabar Petang Khilafah News*  *DPR SAHKAN PERPU CIPTA KERJA MENJADI UU  SIMAK POTENSI BAHAYANYA*  ðŸŽ™ï¸ Bersama :  *Wahyudi Almaroky* (Direktur Pamong Institute)  Host :  *Nanang Setiawan*  ðŸ—“ï¸ *Kamis  23 Maret 2023* ðŸ•  *16.30 WIB-Selesai*  *KLIK LINK* ini: â¤µï¸ https://youtu.be/x855cZO8B-4 https://youtu.be/x855cZO8B-4 https://youtu.be/x855cZO8B-4  Subscribe *Khilafah News* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  Pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. Jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *Agar menjadi amal shalih dan kebaikan menyebar*,0,dpr secara resmi menyetujui peraturan pemerintah pengganti undang-undang (perppu) nomor 2 tahun 2022 tentang cipta kerja menjadi undang-undang apakah ini kabar baik bagi rakyat? apakah uu cipta kerja akan memajukan ekonomi dan dunia ketenagakerjaan? apakah akan uu cipta kerja untuk mensejahterakan rakyat?  ðÿÿ¥ *saksikan kabar petang khilafah news*  *dpr sahkan perpu cipta kerja menjadi uu  simak potensi bahayanya*  ðÿž™ï¸ bersama :  *wahyudi almaroky* (direktur pamong institute)  host :  *nanang setiawan*  ðÿ—“ï¸ *kamis  23 maret 2023* ðÿ•  *16.30 wib-selesai*  *klik link* ini: â¤µï¸ https://youtu.be/x855czo8b-4 https://youtu.be/x855czo8b-4 https://youtu.be/x855czo8b-4  subscribe *khilafah news* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *agar menjadi amal shalih dan kebaikan menyebar*,dpr secara resmi menyetujui peraturan pemerintah pengganti undang-undang (perppu) nomor  tahun  tentang cipta kerja menjadi undang-undang apakah ini kabar baik bagi rakyat? apakah uu cipta kerja akan memajukan ekonomi dan dunia ketenagakerjaan? apakah akan uu cipta kerja untuk mensejahterakan rakyat?  ðÿÿ¥ *saksikan kabar petang khilafah news*  *dpr sahkan perpu cipta kerja menjadi uu  simak potensi bahayanya*  ðÿž™ï¸ bersama :  *wahyudi almaroky* (direktur pamong institute)  host :  *nanang setiawan*  ðÿ—“ï¸ *kamis   maret * ðÿ•  *. wib-selesai*  *klik link* ini: â¤µï¸ https://youtu.be/xczob- https://youtu.be/xczob- https://youtu.be/xczob-  subscribe *khilafah news* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *agar menjadi amal shalih dan kebaikan menyebar*,dpr secara resmi menyetujui peraturan pemerintah pengganti undang-undang (perppu) nomor  tahun  tentang cipta kerja menjadi undang-undang apakah ini kabar baik bagi rakyat? apakah uu cipta kerja akan memajukan ekonomi dan dunia ketenagakerjaan? apakah akan uu cipta kerja untuk mensejahterakan rakyat?  ðÿÿ¥ *saksikan kabar petang khilafah news*  *dpr sahkan perpu cipta kerja menjadi uu  simak potensi bahayanya*  ðÿž™ï¸ bersama :  *wahyudi almaroky* (direktur pamong institute)  host :  *nanang setiawan*  ðÿ—“ï¸ *kamis   maret * ðÿ•  *. wib-selesai*  *klik link* ini: â¤µï¸ https://youtu.be/xczob- https://youtu.be/xczob- https://youtu.be/xczob-  subscribe *khilafah news* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *agar menjadi amal shalih dan kebaikan menyebar*
DPR secara resmi menyetujui Peraturan Pemerintah Pengganti Undang-Undang (Perppu) Nomor 2 Tahun 2022 tentang Cipta Kerja menjadi undang-undang Apakah ini kabar baik bagi rakyat? Apakah UU Cipta Kerja akan memajukan ekonomi dan dunia ketenagakerjaan? Apakah akan UU Cipta Kerja untuk mensejahterakan rakyat?  ðŸŸ¥ *Saksikan Kabar Petang Khilafah News*  *DPR SAHKAN PERPU CIPTA KERJA MENJADI UU  SIMAK POTENSI BAHAYANYA*  ðŸŽ™ï¸ Bersama :  *Wahyudi Almaroky* (Direktur Pamong Institute)  Host :  *Nanang Setiawan*  ðŸ—“ï¸ *Kamis  23 Maret 2023* ðŸ•  *16.30 WIB-Selesai*  *KLIK LINK* ini: â¤µï¸ https://youtu.be/x855cZO8B-4 https://youtu.be/x855cZO8B-4 https://youtu.be/x855cZO8B-4  Subscribe *Khilafah News* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  Pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. Jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *Agar menjadi amal shalih dan kebaikan menyebar*,0,dpr secara resmi menyetujui peraturan pemerintah pengganti undang-undang (perppu) nomor 2 tahun 2022 tentang cipta kerja menjadi undang-undang apakah ini kabar baik bagi rakyat? apakah uu cipta kerja akan memajukan ekonomi dan dunia ketenagakerjaan? apakah akan uu cipta kerja untuk mensejahterakan rakyat?  ðÿÿ¥ *saksikan kabar petang khilafah news*  *dpr sahkan perpu cipta kerja menjadi uu  simak potensi bahayanya*  ðÿž™ï¸ bersama :  *wahyudi almaroky* (direktur pamong institute)  host :  *nanang setiawan*  ðÿ—“ï¸ *kamis  23 maret 2023* ðÿ•  *16.30 wib-selesai*  *klik link* ini: â¤µï¸ https://youtu.be/x855czo8b-4 https://youtu.be/x855czo8b-4 https://youtu.be/x855czo8b-4  subscribe *khilafah news* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *agar menjadi amal shalih dan kebaikan menyebar*,dpr secara resmi menyetujui peraturan pemerintah pengganti undang-undang (perppu) nomor  tahun  tentang cipta kerja menjadi undang-undang apakah ini kabar baik bagi rakyat? apakah uu cipta kerja akan memajukan ekonomi dan dunia ketenagakerjaan? apakah akan uu cipta kerja untuk mensejahterakan rakyat?  ðÿÿ¥ *saksikan kabar petang khilafah news*  *dpr sahkan perpu cipta kerja menjadi uu  simak potensi bahayanya*  ðÿž™ï¸ bersama :  *wahyudi almaroky* (direktur pamong institute)  host :  *nanang setiawan*  ðÿ—“ï¸ *kamis   maret * ðÿ•  *. wib-selesai*  *klik link* ini: â¤µï¸ https://youtu.be/xczob- https://youtu.be/xczob- https://youtu.be/xczob-  subscribe *khilafah news* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *agar menjadi amal shalih dan kebaikan menyebar*,dpr secara resmi menyetujui peraturan pemerintah pengganti undang-undang (perppu) nomor  tahun  tentang cipta kerja menjadi undang-undang apakah ini kabar baik bagi rakyat? apakah uu cipta kerja akan memajukan ekonomi dan dunia ketenagakerjaan? apakah akan uu cipta kerja untuk mensejahterakan rakyat?  ðÿÿ¥ *saksikan kabar petang khilafah news*  *dpr sahkan perpu cipta kerja menjadi uu  simak potensi bahayanya*  ðÿž™ï¸ bersama :  *wahyudi almaroky* (direktur pamong institute)  host :  *nanang setiawan*  ðÿ—“ï¸ *kamis   maret * ðÿ•  *. wib-selesai*  *klik link* ini: â¤µï¸ https://youtu.be/xczob- https://youtu.be/xczob- https://youtu.be/xczob-  subscribe *khilafah news* â¤µï¸ https://mbo.is/kcnews https://mbo.is/kcnews https://mbo.is/kcnews  pastikan like  komen  subscribe dan jangan lupa *tekan tombol loncengnya* agar mendapat update yang mencerahkan. jangan biarkan informasi menarik dan berharga ini cuman berhenti di kamu  yuk sebarkan ke teman  sanak saudara dimanapun berada *agar menjadi amal shalih dan kebaikan menyebar*
Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2022 tentang Cipta Kerja atau Perpu Cipta Kerja oleh Presiden Joko Widodo pada tanggal 30 Desember 2022 lalu merupakan pelaksanaan dari Putusan Mahkamah Konstitusi (MK) Nomor 91/PUU-XVIII/2020 atas pengujian formil Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja (UU Cipta Kerja) Amar putusan MK tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan UU Cipta Kerja dalam jangka waktu paling lama 2 tahun sejak putusan MK diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka UU Cipta Kerja menjadi inkonstitusional secara permanen Dalam rangka pelaksanaan putusan MK tersebut  telah dilakukan: a. Penetapan UU Nomor 13 Tahun 2022 tentang Perubahan Kedua Atas UU Nomor 12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- Tag siapapun yang harus melihat post ini --,0,penetapan peraturan pemerintah pengganti undang-undang nomor 2 tahun 2022 tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal 30 desember 2022 lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor 91/puu-xviii/2020 atas pengujian formil undang-undang nomor 11 tahun 2020 tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama 2 tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor 13 tahun 2022 tentang perubahan kedua atas uu nomor 12 tahun 2011 tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini --
Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2022 tentang Cipta Kerja atau Perpu Cipta Kerja oleh Presiden Joko Widodo pada tanggal 30 Desember 2022 lalu merupakan pelaksanaan dari Putusan Mahkamah Konstitusi (MK) Nomor 91/PUU-XVIII/2020 atas pengujian formil Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja (UU Cipta Kerja) Amar putusan MK tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan UU Cipta Kerja dalam jangka waktu paling lama 2 tahun sejak putusan MK diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka UU Cipta Kerja menjadi inkonstitusional secara permanen Dalam rangka pelaksanaan putusan MK tersebut  telah dilakukan: a. Penetapan UU Nomor 13 Tahun 2022 tentang Perubahan Kedua Atas UU Nomor 12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- Tag siapapun yang harus melihat post ini Follow @infoind0nesia Follow @infoind0nesia Follow @infoind0nesia --,0,penetapan peraturan pemerintah pengganti undang-undang nomor 2 tahun 2022 tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal 30 desember 2022 lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor 91/puu-xviii/2020 atas pengujian formil undang-undang nomor 11 tahun 2020 tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama 2 tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor 13 tahun 2022 tentang perubahan kedua atas uu nomor 12 tahun 2011 tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini follow @infoind0nesia follow @infoind0nesia follow @infoind0nesia --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini follow @infoindnesia follow @infoindnesia follow @infoindnesia --,penetapan peraturan pemerintah pengganti undang-undang nomor  tahun  tentang cipta kerja atau perpu cipta kerja oleh presiden joko widodo pada tanggal  desember  lalu merupakan pelaksanaan dari putusan mahkamah konstitusi (mk) nomor /puu-xviii/ atas pengujian formil undang-undang nomor  tahun  tentang cipta kerja (uu cipta kerja) amar putusan mk tersebut antara lain memerintahkan kepada pembentuk undang-undang untuk melakukan perbaikan uu cipta kerja dalam jangka waktu paling lama  tahun sejak putusan mk diucapkan dan apabila dalam tenggang waktu tersebut tidak dilakukan perbaikan  maka uu cipta kerja menjadi inkonstitusional secara permanen dalam rangka pelaksanaan putusan mk tersebut  telah dilakukan: a. penetapan uu nomor  tahun  tentang perubahan kedua atas uu nomor  tahun  tentang pembentukan peraturan perundang-undangan  yang telah mengatur dan memuat metode omnibus dalam penyusunan undang-undang dan telah memperjelas partisipasi yang bermakna (meaningful participation) dalam pembentukan peraturan perundang-undangan-- tag siapapun yang harus melihat post ini follow @infoindnesia follow @infoindnesia follow @infoindnesia --
